teff,mbol,age,mass,radius,sptype
5970.353,4.7,10.0,0.88,0.9520315,F
5807.644,3.71,10.0,1.079,1.5872718,F
5688.5293,5.46,12.0,0.763,0.7390117,G
5688.5293,4.91,8.5,0.918,0.9520315,G
5584.702,5.44,10.0,0.805,0.77384025,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5861.382,3.5,10.0,0.97,1.7165297,F
5571.8574,5.64,12.0,0.744,0.7090083,G
5970.353,4.7,10.0,0.88,0.9520315,F
5727.9604,5.66,14.0,0.695,0.66473925,G
5807.644,5.07,10.0,0.842,0.84849894,G
5942.9214,5.28,14.0,0.728,0.73561627,G
5688.5293,5.46,12.0,0.763,0.7390117,G
5571.8574,5.64,12.0,0.744,0.7090083,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5847.901,5.47,14.0,0.712,0.69606745,G
5610.48,5.85,14.0,0.679,0.63482106,G
5794.287,5.27,12.0,0.78,0.7774121,G
5520.7744,5.36,2.5,0.901,0.82158273,G
5780.9604,5.0,4.0,0.93,0.88440526,G
5571.8574,5.1,4.0,0.959,0.909183,G
5956.6216,4.25,6.0,1.049,1.1766609,F
5533.501,5.36,6.0,0.859,0.8178079,G
5559.0425,5.09,6.0,0.933,0.91759557,G
5688.5293,4.91,6.0,0.952,0.9520315,G
5701.6426,4.33,8.5,1.025,1.2378024,G
5675.4463,5.0,8.5,0.896,0.91759557,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5861.382,3.5,10.0,0.97,1.7165297,F
5584.702,5.44,10.0,0.805,0.77384025,G
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5807.644,5.07,10.0,0.842,0.84849894,G
5807.644,5.07,10.0,0.842,0.84849894,G
5584.702,5.44,10.0,0.805,0.77384025,G
5807.644,5.07,10.0,0.842,0.84849894,G
5714.786,4.34,6.0,1.09,1.2264541,G
5571.8574,5.0,8.5,0.925,0.9520315,G
5942.9214,4.62,8.5,0.92,0.99689937,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5807.644,5.07,10.0,0.842,0.84849894,G
5807.644,5.07,10.0,0.842,0.84849894,G
5970.353,4.7,10.0,0.88,0.9520315,F
5847.901,5.47,14.0,0.712,0.69606745,G
5571.8574,5.64,12.0,0.744,0.7090083,G
5794.287,5.27,12.0,0.78,0.7774121,G
5888.4365,5.08,12.0,0.798,0.82158273,G
5888.4365,5.08,12.0,0.798,0.82158273,G
5834.451,4.44,6.0,1.037,1.1237024,G
5584.702,4.91,6.0,0.982,0.9877597,G
5970.353,3.86,6.0,1.118,1.4016879,F
5970.353,3.86,6.0,1.118,1.4016879,F
5942.9214,4.54,6.0,0.989,1.0343114,G
5956.6216,4.35,6.0,1.03,1.1237024,F
5970.353,3.66,6.0,1.134,1.5369202,F
5956.6216,4.25,6.0,1.049,1.1766609,F
5970.353,4.06,6.0,1.086,1.2783545,F
5956.6216,3.25,6.0,1.173,1.8648819,F
5929.2534,4.63,6.0,0.967,0.99689937,G
5970.353,4.06,6.0,1.086,1.2783545,F
5956.6216,3.45,6.0,1.144,1.7007924,F
5688.5293,3.52,6.0,1.164,1.8057238,G
5956.6216,3.55,6.0,1.135,1.6242442,F
5688.5293,4.91,8.5,0.918,0.9520315,G
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5847.901,4.25,10.0,1.022,1.2208191,G
5821.032,4.41,10.0,1.004,1.1445936,G
5533.501,5.08,10.0,0.919,0.9303606,G
5821.032,4.41,10.0,1.004,1.1445936,G
5874.8936,3.86,10.0,1.065,1.4476092,F
5834.451,4.37,10.0,1.008,1.1605165,G
5636.3765,4.89,10.0,0.944,0.9787039,G
5559.0425,5.03,10.0,0.925,0.9433032,G
5834.451,4.33,10.0,1.013,1.1820921,G
5780.9604,4.53,10.0,0.988,1.0981238,G
5727.9604,4.68,10.0,0.969,1.0438818,G
5874.8936,4.17,10.0,1.032,1.2550219,G
5874.8936,4.12,10.0,1.037,1.2842551,G
5727.9604,4.68,10.0,0.969,1.0438818,G
5754.3994,4.63,10.0,0.975,1.0584036,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5675.4463,3.47,12.0,0.899,1.8563135,F
5970.353,4.7,10.0,0.88,0.9520315,F
5847.901,5.47,14.0,0.712,0.69606745,G
5727.9604,5.66,14.0,0.695,0.66473925,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5970.353,4.7,10.0,0.88,0.9520315,F
5861.382,3.5,10.0,0.97,1.7165297,F
5559.0425,5.19,0.575,0.98,0.876297,G
5821.032,4.73,4.0,1.006,0.9877597,G
5970.353,3.76,4.0,1.201,1.4677473,F
5701.6426,5.26,10.0,0.824,0.80658716,G
5807.644,4.83,0.575,1.044,0.9476573,G
5546.2573,5.27,8.5,0.857,0.84849894,G
5546.2573,5.27,8.5,0.857,0.84849894,G
5688.5293,4.82,8.5,0.938,0.99231905,G
5701.6426,4.43,8.5,1.011,1.1820921,G
5807.644,5.07,10.0,0.842,0.84849894,G
5662.393,5.1,1.5,0.97,0.88034177,G
5942.9214,4.54,6.0,0.989,1.0343114,G
5701.6426,4.82,6.0,0.975,0.9877597,G
5956.6216,4.44,6.0,1.01,1.0780808,G
5956.6216,3.44,8.5,1.062,1.708643,F
5807.644,4.82,8.5,0.91,0.9520315,G
5807.644,4.82,8.5,0.91,0.9520315,G
5834.451,4.24,8.5,1.013,1.2321151,G
5794.287,4.91,2.5,0.982,0.91759557,G
5649.3696,5.18,0.575,0.958,0.85241544,G
5559.0425,5.19,4.0,0.934,0.876297,G
5956.6216,4.04,8.5,1.017,1.2961382,F
5861.382,3.5,10.0,0.97,1.7165297,F
5767.6646,5.09,0.575,0.959,0.85241544,G
5821.032,4.73,4.0,1.006,0.9877597,G
5794.287,4.91,4.0,0.957,0.91759557,G
5956.6216,4.44,6.0,1.01,1.0780808,G
5821.032,4.64,6.0,0.993,1.0295591,G
5834.451,3.64,6.0,1.147,1.6242442,G
5559.0425,3.39,6.0,1.164,2.0074804,G
5970.353,3.76,6.0,1.128,1.4677473,F
5970.353,3.96,6.0,1.102,1.3386015,F
5956.6216,3.55,6.0,1.135,1.6242442,F
5970.353,3.66,6.0,1.134,1.5369202,F
5807.644,4.83,1.5,1.026,0.9476573,G
5970.353,3.76,6.0,1.128,1.4677473,F
5794.287,4.91,2.5,0.982,0.91759557,G
5701.6426,4.43,8.5,1.011,1.1820921,G
5821.032,4.63,8.5,0.95,1.0343114,G
5807.644,4.83,1.5,1.026,0.9476573,G
5984.1157,4.37,1.5,1.139,1.1031926,F
5929.2534,4.64,2.5,1.035,0.99231905,G
5688.5293,4.91,6.0,0.952,0.9520315,G
5942.9214,4.53,8.5,0.941,1.0390856,G
5688.5293,4.82,8.5,0.938,0.99231905,G
5942.9214,4.62,8.5,0.92,0.99689937,G
5970.353,4.7,10.0,0.88,0.9520315,F
5807.644,5.07,10.0,0.842,0.84849894,G
5584.702,5.44,10.0,0.805,0.77384025,G
5807.644,5.07,10.0,0.842,0.84849894,G
5807.644,5.07,10.0,0.842,0.84849894,G
5970.353,4.7,10.0,0.88,0.9520315,F
5584.702,5.44,10.0,0.805,0.77384025,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5584.702,5.44,10.0,0.805,0.77384025,G
5970.353,4.7,10.0,0.88,0.9520315,F
5970.353,4.7,10.0,0.88,0.9520315,F
5584.702,5.44,10.0,0.805,0.77384025,G
5807.644,5.07,10.0,0.842,0.84849894,G
5942.9214,5.28,14.0,0.728,0.73561627,G
5874.8936,4.08,10.0,1.041,1.3081312,G
5834.451,3.76,10.0,1.074,1.5369202,F
5559.0425,5.03,10.0,0.925,0.9433032,G
5847.901,4.25,10.0,1.022,1.2208191,G
5821.032,4.44,10.0,0.999,1.1288892,G
5688.5293,4.78,10.0,0.956,1.0107676,G
5794.287,5.27,12.0,0.78,0.7774121,G
5688.5293,5.46,12.0,0.763,0.7390117,G
5970.353,4.89,12.0,0.814,0.87227076,F
5970.353,4.7,10.0,0.88,0.9520315,F
5807.644,5.07,10.0,0.842,0.84849894,G
5970.353,4.7,10.0,0.88,0.9520315,F
5807.644,5.07,10.0,0.842,0.84849894,G
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5970.353,4.7,10.0,0.88,0.9520315,F
5767.6646,3.66,10.0,1.084,1.6468396,F
5970.353,3.96,4.0,1.164,1.3386015,F
5970.353,2.86,4.0,1.361,2.2215257,F
5559.0425,5.09,6.0,0.933,0.91759557,G
5662.393,5.19,6.0,0.881,0.84460044,G
5821.032,4.73,6.0,0.971,0.9877597,G
5956.6216,3.15,6.0,1.182,1.952771,F
5970.353,3.76,6.0,1.128,1.4677473,F
5956.6216,3.45,6.0,1.144,1.7007924,F
5559.0425,5.09,8.5,0.903,0.91759557,G
5807.644,4.72,8.5,0.93,0.99689937,G
5821.032,4.63,8.5,0.95,1.0343114,G
5821.032,4.53,8.5,0.968,1.083057,G
5584.702,4.6,8.5,1.008,1.1393347,G
5610.48,5.85,14.0,0.679,0.63482106,G
5727.9604,5.66,14.0,0.695,0.66473925,G
5847.901,5.47,14.0,0.712,0.69606745,G
5649.3696,3.58,10.0,1.093,1.7809483,F
5807.644,3.71,10.0,1.079,1.5872718,F
5794.287,5.27,12.0,0.78,0.7774121,G
5970.353,4.89,12.0,0.814,0.87227076,F
5701.6426,4.53,8.5,0.994,1.1288892,G
5861.382,3.5,10.0,0.97,1.7165297,F
5970.353,4.7,10.0,0.88,0.9520315,F
5807.644,5.07,10.0,0.842,0.84849894,G
5584.702,5.44,10.0,0.805,0.77384025,G
5807.644,5.07,10.0,0.842,0.84849894,G
5807.644,5.07,10.0,0.842,0.84849894,G
5861.382,3.5,10.0,0.97,1.7165297,F
5571.8574,5.64,12.0,0.744,0.7090083,G
5794.287,4.91,4.0,0.957,0.91759557,G
5956.6216,4.45,4.0,1.053,1.0731275,F
5834.451,3.95,6.0,1.135,1.4081578,G
5533.501,5.46,6.0,0.831,0.7810005,G
5688.5293,5.46,12.0,0.763,0.7390117,G
5970.353,4.89,12.0,0.814,0.87227076,F
5847.901,4.65,0.575,1.099,1.0154331,G
5714.786,4.83,2.5,1.032,0.9787039,G
5847.901,4.45,4.0,1.079,1.1134002,G
5821.032,3.84,8.5,1.049,1.4881657,G
5861.382,3.5,10.0,0.97,1.7165297,F
5888.4365,4.89,10.0,0.861,0.89670855,G
5984.1157,4.47,0.575,1.134,1.0535407,F
5956.6216,4.44,6.0,1.01,1.0780808,G
5821.032,3.24,6.0,1.175,1.9617846,F
5970.353,3.86,6.0,1.118,1.4016879,F
5956.6216,4.24,8.5,0.991,1.1820921,G
5688.5293,3.72,8.5,1.061,1.6468396,G
5571.8574,5.64,12.0,0.744,0.7090083,G
5847.901,4.25,4.0,1.128,1.2208191,G
5915.616,5.07,2.5,0.892,0.8178079,G
5546.2573,5.27,8.5,0.857,0.84849894,G
5649.3696,5.46,8.5,0.776,0.7492924,G
5847.901,5.47,14.0,0.712,0.69606745,G
5888.4365,5.08,12.0,0.798,0.82158273,G
5970.353,4.7,10.0,0.88,0.9520315,F
5559.0425,3.69,8.5,1.065,1.7484423,G
5821.032,4.63,8.5,0.95,1.0343114,G
5688.5293,3.61,8.5,1.065,1.7324126,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5584.702,5.44,10.0,0.805,0.77384025,G
5571.8574,5.64,12.0,0.744,0.7090083,G
5970.353,4.89,12.0,0.814,0.87227076,F
5794.287,5.27,12.0,0.78,0.7774121,G
5546.2573,5.28,4.0,0.908,0.84460044,G
5956.6216,4.35,6.0,1.03,1.1237024,F
5701.6426,4.33,8.5,1.025,1.2378024,G
5688.5293,4.91,8.5,0.918,0.9520315,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5874.8936,4.08,10.0,1.041,1.3081312,G
5847.901,3.81,10.0,1.07,1.4950348,F
5888.4365,3.99,10.0,1.051,1.3572233,F
5874.8936,3.86,10.0,1.065,1.4476092,F
5807.644,4.48,10.0,0.994,1.1134002,G
5888.4365,3.99,10.0,1.051,1.3572233,F
5533.501,3.57,10.0,1.097,1.8648819,G
5821.032,4.41,10.0,1.004,1.1445936,G
5874.8936,4.17,10.0,1.032,1.2550219,G
5649.3696,3.58,10.0,1.093,1.7809483,F
5780.9604,4.53,10.0,0.988,1.0981238,G
5821.032,4.41,10.0,1.004,1.1445936,G
5767.6646,4.58,10.0,0.981,1.0780808,G
5847.901,4.29,10.0,1.018,1.1985366,G
5780.9604,4.53,10.0,0.988,1.0981238,G
5834.451,4.33,10.0,1.013,1.1820921,G
5888.4365,4.04,10.0,1.046,1.3263291,F
5807.644,3.71,10.0,1.079,1.5872718,F
5701.6426,4.73,10.0,0.962,1.0295591,G
5727.9604,4.68,10.0,0.969,1.0438818,G
5847.901,3.81,10.0,1.07,1.4950348,F
5767.6646,4.58,10.0,0.981,1.0780808,G
5834.451,4.33,10.0,1.013,1.1820921,G
5767.6646,3.66,10.0,1.084,1.6468396,F
5874.8936,3.95,10.0,1.055,1.3888371,F
5533.501,3.57,10.0,1.097,1.8648819,G
5584.702,4.99,10.0,0.931,0.9520315,G
5727.9604,4.68,10.0,0.969,1.0438818,G
5508.077,5.13,10.0,0.913,0.91759557,G
5821.032,4.53,8.5,0.968,1.083057,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5807.644,5.07,10.0,0.842,0.84849894,G
5970.353,4.7,10.0,0.88,0.9520315,F
5861.382,3.5,10.0,0.97,1.7165297,F
5584.702,5.44,10.0,0.805,0.77384025,G
5970.353,4.7,10.0,0.88,0.9520315,F
5847.901,5.47,14.0,0.712,0.69606745,G
5888.4365,5.08,12.0,0.798,0.82158273,G
5794.287,5.27,12.0,0.78,0.7774121,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5942.9214,4.34,8.5,0.976,1.1341,G
5559.0425,5.18,8.5,0.88,0.88034177,G
5956.6216,4.24,8.5,0.991,1.1820921,G
5942.9214,4.43,8.5,0.96,1.0880562,G
5942.9214,4.53,8.5,0.941,1.0390856,G
5956.6216,4.24,8.5,0.991,1.1820921,G
5956.6216,3.84,8.5,1.035,1.4211873,F
5701.6426,4.23,8.5,1.038,1.2961382,G
5701.6426,4.33,8.5,1.025,1.2378024,G
5956.6216,4.14,8.5,1.005,1.2378024,G
5701.6426,4.62,8.5,0.977,1.083057,G
5701.6426,4.02,8.5,1.053,1.4277472,G
5688.5293,3.72,8.5,1.061,1.6468396,G
5821.032,4.63,8.5,0.95,1.0343114,G
5956.6216,3.84,8.5,1.035,1.4211873,F
5662.393,5.28,8.5,0.821,0.81031024,G
5970.353,4.89,12.0,0.814,0.87227076,F
5970.353,3.76,4.0,1.201,1.4677473,F
5834.451,4.14,8.5,1.026,1.290183,G
5559.0425,5.09,8.5,0.903,0.91759557,G
5942.9214,4.54,4.0,1.03,1.0343114,G
5956.6216,3.94,8.5,1.026,1.3572233,F
5559.0425,5.19,1.5,0.967,0.876297,G
5559.0425,5.09,6.0,0.933,0.91759557,G
5956.6216,4.04,8.5,1.017,1.2961382,F
5956.6216,3.64,8.5,1.049,1.5583009,F
5956.6216,4.24,8.5,0.991,1.1820921,G
5701.6426,4.23,8.5,1.038,1.2961382,G
5956.6216,3.54,8.5,1.057,1.6317413,F
5688.5293,3.51,8.5,1.073,1.8140587,G
5956.6216,3.54,8.5,1.057,1.6317413,F
5701.6426,5.26,10.0,0.824,0.80658716,G
5584.702,5.44,10.0,0.805,0.77384025,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5970.353,4.7,10.0,0.88,0.9520315,F
5610.48,5.85,14.0,0.679,0.63482106,G
5688.5293,5.46,12.0,0.763,0.7390117,G
5559.0425,5.19,0.075,0.988,0.876297,G
5754.3994,4.63,10.0,0.975,1.0584036,G
5584.702,4.99,10.0,0.931,0.9520315,G
5834.451,3.76,10.0,1.074,1.5369202,F
5508.077,5.13,10.0,0.913,0.91759557,G
5649.3696,3.58,10.0,1.093,1.7809483,F
5847.901,4.29,10.0,1.018,1.1985366,G
5888.4365,5.08,12.0,0.798,0.82158273,G
5688.5293,5.46,12.0,0.763,0.7390117,G
5688.5293,5.46,12.0,0.763,0.7390117,G
5834.451,3.14,4.0,1.318,2.0448022,F
5970.353,3.96,6.0,1.102,1.3386015,F
5571.8574,5.0,6.0,0.957,0.9520315,G
5571.8574,3.1,6.0,1.189,2.2837646,G
5956.6216,3.35,6.0,1.159,1.7809483,F
5821.032,3.84,8.5,1.049,1.4881657,G
5956.6216,4.24,8.5,0.991,1.1820921,G
5688.5293,3.51,8.5,1.073,1.8140587,G
5942.9214,4.43,8.5,0.96,1.0880562,G
5701.6426,3.82,8.5,1.059,1.5654937,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5861.382,3.5,10.0,0.97,1.7165297,F
5571.8574,4.0,8.5,1.067,1.5088682,G
5821.032,4.53,8.5,0.968,1.083057,G
5929.2534,4.71,8.5,0.899,0.9608405,G
5533.501,5.55,8.5,0.778,0.7492924,G
5821.032,4.74,2.5,1.033,0.9832214,G
5834.451,4.64,4.0,1.03,1.0248288,G
5970.353,3.26,4.0,1.313,1.8477845,F
5807.644,4.82,6.0,0.948,0.9520315,G
5956.6216,3.84,8.5,1.035,1.4211873,F
5888.4365,5.08,12.0,0.798,0.82158273,G
5675.4463,3.47,12.0,0.899,1.8563135,F
5970.353,4.89,12.0,0.814,0.87227076,F
5794.287,5.27,12.0,0.78,0.7774121,G
5688.5293,2.52,4.0,1.442,2.8618793,G
5649.3696,5.46,8.5,0.776,0.7492924,G
5701.6426,4.62,8.5,0.977,1.083057,G
5956.6216,3.94,8.5,1.026,1.3572233,F
5821.032,3.53,8.5,1.067,1.7165297,F
5834.451,4.64,4.0,1.03,1.0248288,G
5929.2534,4.63,6.0,0.967,0.99689937,G
5584.702,4.91,6.0,0.982,0.9877597,G
5821.032,4.63,8.5,0.95,1.0343114,G
5970.353,4.7,10.0,0.88,0.9520315,F
5970.353,4.7,10.0,0.88,0.9520315,F
5834.451,4.74,0.575,1.071,0.9787039,G
5520.7744,5.36,2.5,0.901,0.82158273,G
5970.353,3.16,4.0,1.322,1.9348679,F
5807.644,4.82,4.0,0.982,0.9520315,G
5675.4463,5.01,4.0,0.958,0.9133796,G
5821.032,3.04,4.0,1.289,2.151054,F
5767.6646,3.66,10.0,1.084,1.6468396,F
5874.8936,3.86,10.0,1.065,1.4476092,F
5727.9604,4.68,10.0,0.969,1.0438818,G
5508.077,5.13,10.0,0.913,0.91759557,G
5834.451,4.37,10.0,1.008,1.1605165,G
5675.4463,3.47,12.0,0.899,1.8563135,F
5688.5293,5.46,12.0,0.763,0.7390117,G
5861.382,3.5,10.0,0.97,1.7165297,F
5888.4365,4.89,10.0,0.861,0.89670855,G
5970.353,4.7,10.0,0.88,0.9520315,F
5584.702,5.44,10.0,0.805,0.77384025,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5727.9604,5.66,14.0,0.695,0.66473925,G
5584.702,5.44,10.0,0.805,0.77384025,G
5584.702,5.44,10.0,0.805,0.77384025,G
5701.6426,4.92,2.5,1.005,0.9433032,G
5688.5293,4.92,4.0,0.982,0.9476573,G
5688.5293,4.91,8.5,0.918,0.9520315,G
5584.702,5.44,10.0,0.805,0.77384025,G
5970.353,4.7,10.0,0.88,0.9520315,F
5584.702,5.44,10.0,0.805,0.77384025,G
5970.353,4.7,10.0,0.88,0.9520315,F
5701.6426,5.26,10.0,0.824,0.80658716,G
5807.644,5.07,10.0,0.842,0.84849894,G
5888.4365,5.08,12.0,0.798,0.82158273,G
5970.353,4.89,12.0,0.814,0.87227076,F
5649.3696,5.18,1.5,0.942,0.85241544,G
5888.4365,5.08,12.0,0.798,0.82158273,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5584.702,5.44,10.0,0.805,0.77384025,G
5571.8574,5.0,8.5,0.925,0.9520315,G
5821.032,4.63,8.5,0.95,1.0343114,G
5942.9214,4.43,8.5,0.96,1.0880562,G
5956.6216,3.74,8.5,1.042,1.4881657,G
5701.6426,4.43,8.5,1.011,1.1820921,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5584.702,5.44,10.0,0.805,0.77384025,G
5970.353,4.7,10.0,0.88,0.9520315,F
5970.353,4.7,10.0,0.88,0.9520315,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5861.382,3.5,10.0,0.97,1.7165297,F
5584.702,4.99,10.0,0.931,0.9520315,G
5794.287,5.27,12.0,0.78,0.7774121,G
5807.644,5.07,10.0,0.842,0.84849894,G
5821.032,4.73,6.0,0.971,0.9877597,G
5688.5293,5.01,0.575,1.012,0.909183,G
5675.4463,5.01,2.5,0.98,0.9133796,G
5956.6216,3.45,6.0,1.144,1.7007924,F
5688.5293,4.91,6.0,0.952,0.9520315,G
5688.5293,5.46,12.0,0.763,0.7390117,G
5970.353,4.7,10.0,0.88,0.9520315,F
5584.702,5.44,10.0,0.805,0.77384025,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5807.644,5.07,10.0,0.842,0.84849894,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5970.353,4.7,10.0,0.88,0.9520315,F
5807.644,5.07,10.0,0.842,0.84849894,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5970.353,4.7,10.0,0.88,0.9520315,F
5807.644,5.07,10.0,0.842,0.84849894,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5821.032,4.41,10.0,1.004,1.1445936,G
5888.4365,3.99,10.0,1.051,1.3572233,F
5834.451,3.76,10.0,1.074,1.5369202,F
5861.382,3.5,10.0,0.97,1.7165297,F
5821.032,4.44,8.5,0.985,1.1288892,G
5794.287,5.27,12.0,0.78,0.7774121,G
5508.077,5.63,4.0,0.794,0.72887206,G
5970.353,4.89,12.0,0.814,0.87227076,F
5794.287,5.27,12.0,0.78,0.7774121,G
5807.644,5.07,10.0,0.842,0.84849894,G
5861.382,3.5,10.0,0.97,1.7165297,F
5675.4463,3.47,12.0,0.899,1.8563135,F
5571.8574,5.64,12.0,0.744,0.7090083,G
5970.353,4.7,10.0,0.88,0.9520315,F
5571.8574,5.64,12.0,0.744,0.7090083,G
5675.4463,5.01,1.5,0.996,0.9133796,G
5942.9214,4.34,8.5,0.976,1.1341,G
5834.451,4.04,8.5,1.035,1.3509874,G
5559.0425,3.69,8.5,1.065,1.7484423,G
5821.032,3.63,8.5,1.06,1.6392732,G
5584.702,5.44,10.0,0.805,0.77384025,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5807.644,5.07,10.0,0.842,0.84849894,G
5584.702,5.44,10.0,0.805,0.77384025,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5861.382,3.5,10.0,0.97,1.7165297,F
5780.9604,5.0,0.575,0.989,0.88440526,G
5997.9106,4.38,0.575,1.164,1.0930784,F
5956.6216,4.55,1.5,1.083,1.0248288,G
5956.6216,4.25,6.0,1.049,1.1766609,F
5956.6216,4.14,8.5,1.005,1.2378024,G
5662.393,5.19,6.0,0.881,0.84460044,G
5821.032,3.73,8.5,1.054,1.5654937,G
5807.644,4.82,6.0,0.948,0.9520315,G
5559.0425,5.09,8.5,0.903,0.91759557,G
5942.9214,4.43,8.5,0.96,1.0880562,G
5701.6426,4.62,8.5,0.977,1.083057,G
5942.9214,5.28,14.0,0.728,0.73561627,G
5847.901,5.47,14.0,0.712,0.69606745,G
5861.382,3.5,10.0,0.97,1.7165297,F
5688.5293,4.91,6.0,0.952,0.9520315,G
5559.0425,5.18,6.0,0.909,0.88034177,G
5970.353,4.06,6.0,1.086,1.2783545,F
5584.702,4.91,6.0,0.982,0.9877597,G
5807.644,4.82,6.0,0.948,0.9520315,G
5956.6216,4.44,6.0,1.01,1.0780808,G
5970.353,4.06,6.0,1.086,1.2783545,F
5834.451,4.54,6.0,1.015,1.0731275,G
5584.702,4.8,8.5,0.968,1.0390856,G
5559.0425,5.09,8.5,0.903,0.91759557,G
5821.032,3.73,8.5,1.054,1.5654937,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5970.353,4.89,12.0,0.814,0.87227076,F
5701.6426,4.92,2.5,1.005,0.9433032,G
5559.0425,5.19,4.0,0.934,0.876297,G
5767.6646,3.66,10.0,1.084,1.6468396,F
5533.501,3.57,10.0,1.097,1.8648819,G
5874.8936,3.95,10.0,1.055,1.3888371,F
5688.5293,4.78,10.0,0.956,1.0107676,G
5714.786,3.62,10.0,1.088,1.708643,F
5847.901,4.29,10.0,1.018,1.1985366,G
5533.501,3.57,10.0,1.097,1.8648819,G
5874.8936,4.08,10.0,1.041,1.3081312,G
5874.8936,4.08,10.0,1.041,1.3081312,G
5834.451,4.37,10.0,1.008,1.1605165,G
5874.8936,3.9,10.0,1.06,1.4211873,F
5767.6646,3.66,10.0,1.084,1.6468396,F
5754.3994,4.63,10.0,0.975,1.0584036,G
5821.032,4.44,10.0,0.999,1.1288892,G
5847.901,4.25,10.0,1.022,1.2208191,G
5874.8936,3.86,10.0,1.065,1.4476092,F
5727.9604,4.68,10.0,0.969,1.0438818,G
5834.451,4.37,10.0,1.008,1.1605165,G
5714.786,3.62,10.0,1.088,1.708643,F
5714.786,3.62,10.0,1.088,1.708643,F
5649.3696,3.58,10.0,1.093,1.7809483,F
5559.0425,5.03,10.0,0.925,0.9433032,G
5610.48,4.94,10.0,0.938,0.9652756,G
5847.901,4.29,10.0,1.018,1.1985366,G
5861.382,4.22,10.0,1.027,1.2321151,G
5649.3696,3.58,10.0,1.093,1.7809483,F
5701.6426,4.73,10.0,0.962,1.0295591,G
5754.3994,4.63,10.0,0.975,1.0584036,G
5807.644,4.48,10.0,0.994,1.1134002,G
5714.786,3.62,10.0,1.088,1.708643,F
5508.077,5.13,10.0,0.913,0.91759557,G
5821.032,4.41,10.0,1.004,1.1445936,G
5780.9604,4.53,10.0,0.988,1.0981238,G
5727.9604,4.68,10.0,0.969,1.0438818,G
5821.032,4.41,10.0,1.004,1.1445936,G
5847.901,4.25,10.0,1.022,1.2208191,G
5807.644,5.07,10.0,0.842,0.84849894,G
5559.0425,5.09,6.0,0.933,0.91759557,G
5821.032,3.73,8.5,1.054,1.5654937,G
5942.9214,4.43,8.5,0.96,1.0880562,G
5942.9214,4.53,8.5,0.941,1.0390856,G
5807.644,5.07,10.0,0.842,0.84849894,G
5807.644,5.07,10.0,0.842,0.84849894,G
5571.8574,5.0,8.5,0.925,0.9520315,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5584.702,5.44,10.0,0.805,0.77384025,G
5861.382,3.5,10.0,0.97,1.7165297,F
5888.4365,4.89,10.0,0.861,0.89670855,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5701.6426,5.26,10.0,0.824,0.80658716,G
5888.4365,4.89,10.0,0.861,0.89670855,G
5584.702,5.44,10.0,0.805,0.77384025,G
