teff,mbol,age,mass,radius,sptype
13001.695,0.04,0.075,2.906,1.7165297,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13031.668,-2.72,0.075,4.898,6.090477,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13963.684,-1.09,0.075,3.852,2.504098,B
13963.684,-2.39,0.075,4.722,4.5567093,B
13645.831,-1.73,0.075,4.183,3.5208807,B
13963.684,-0.9,0.075,3.715,2.2943058,B
13645.831,-1.93,0.075,4.318,3.860569,B
13335.214,-1.78,0.075,4.167,3.7726917,B
13001.695,-0.33,0.075,3.238,2.0354073,B
13335.214,-1.57,0.075,4.037,3.424927,B
13304.544,-0.39,0.075,3.281,1.9982569,B
13031.668,-1.02,0.075,3.659,2.7838852,B
13645.831,-2.03,0.075,4.396,4.042512,B
13031.668,-1.42,0.075,3.899,3.346966,B
13335.214,-2.18,0.075,4.475,4.535773,B
13645.831,-1.03,0.075,3.77,2.5506525,B
13335.214,-0.78,0.075,3.574,2.3804076,B
13645.831,-2.03,0.075,4.396,4.042512,B
13335.214,-0.78,0.075,3.574,2.3804076,B
13031.668,-1.42,0.075,3.899,3.346966,B
13645.831,-1.53,0.075,4.05,3.2110815,B
13304.544,-0.39,0.075,3.281,1.9982569,B
13001.695,-0.24,0.075,3.158,1.952771,B
13335.214,-0.49,0.075,3.365,2.082818,B
13335.214,-1.38,0.075,3.9,3.1379883,B
13614.447,-0.55,0.075,3.412,2.0542407,B
13645.831,-1.03,0.075,3.77,2.5506525,B
13031.668,-0.72,0.075,3.499,2.4246626,B
13031.668,-0.72,0.075,3.499,2.4246626,B
13031.668,-0.62,0.075,3.444,2.3155348,B
13031.668,-1.02,0.075,3.659,2.7838852,B
13031.668,-0.53,0.075,3.383,2.2215257,B
13031.668,-2.62,0.075,4.834,5.8163605,B
13001.695,-1.63,0.575,3.886,3.7038324,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13031.668,-1.02,0.075,3.659,2.7838852,B
13963.684,-1.29,0.075,3.967,2.745689,B
13031.668,-0.82,0.075,3.552,2.5389335,B
13931.568,-0.61,0.075,3.46,2.0167465,B
13031.668,-0.62,0.075,3.444,2.3155348,B
13645.831,-0.94,0.075,3.709,2.4470978,B
13645.831,-1.43,0.075,3.988,3.0665588,B
13335.214,-3.17,0.075,5.416,7.155687,B
13645.831,-1.93,0.075,4.318,3.860569,B
13335.214,-0.49,0.075,3.365,2.082818,B
13963.684,-2.69,0.075,4.992,5.231802,B
13031.668,-1.52,0.075,3.961,3.5047038,B
13645.831,-1.73,0.075,4.183,3.5208807,B
13335.214,-0.49,0.075,3.365,2.082818,B
13645.831,-1.23,0.075,3.878,2.796735,B
13963.684,-0.24,0.075,3.063,1.692978,B
13335.214,-0.78,0.075,3.574,2.3804076,B
13645.831,-3.04,0.075,5.287,6.436523,B
13031.668,-1.82,0.075,4.16,4.023938,B
13031.668,-2.93,0.075,5.101,6.7089,B
13645.831,-1.23,0.075,3.878,2.796735,B
13963.684,-0.9,0.075,3.715,2.2943058,B
13031.668,-2.83,0.075,4.996,6.4069495,B
13335.214,-1.38,0.075,3.9,3.1379883,B
13645.831,-2.83,0.075,5.09,5.8432074,B
13645.831,-1.33,0.075,3.932,2.928541,B
13645.831,-1.23,0.075,3.878,2.796735,B
13963.684,-1.09,0.075,3.852,2.504098,B
13335.214,-0.78,0.075,3.574,2.3804076,B
13645.831,-1.13,0.075,3.823,2.6708612,B
13645.831,-0.94,0.075,3.709,2.4470978,B
13963.684,-1.29,0.075,3.967,2.745689,B
13335.214,-0.98,0.075,3.686,2.610065,B
13645.831,-1.13,0.075,3.823,2.6708612,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13031.668,-0.62,0.075,3.444,2.3155348,B
13212.956,-1.86,0.575,4.008,3.9870467,B
13031.668,-0.62,0.075,3.444,2.3155348,B
13335.214,-1.97,0.075,4.312,4.1176677,B
13031.668,-1.82,0.075,4.16,4.023938,B
13031.668,-0.43,0.075,3.313,2.1215405,B
13931.568,-0.8,0.075,3.633,2.2011585,B
13031.668,-1.82,0.075,4.16,4.023938,B
13645.831,-1.03,0.075,3.77,2.5506525,B
13645.831,-0.84,0.075,3.645,2.33696,B
13645.831,-2.74,0.075,5.002,5.605977,B
13031.668,-0.43,0.075,3.313,2.1215405,B
13335.214,-0.88,0.075,3.63,2.4925926,B
13645.831,-1.73,0.075,4.183,3.5208807,B
13614.447,-0.64,0.075,3.495,2.1411707,B
13931.568,-0.8,0.075,3.633,2.2011585,B
13645.831,-1.03,0.075,3.77,2.5506525,B
13031.668,-1.92,0.075,4.238,4.2135806,B
13645.831,-0.84,0.075,3.645,2.33696,B
13335.214,-0.68,0.075,3.51,2.2732716,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13001.695,-1.43,0.575,3.768,3.3779352,B
13031.668,-0.72,0.075,3.499,2.4246626,B
13304.544,-1.2,0.575,3.587,2.901692,B
13335.214,-2.68,0.075,4.91,5.7102,B
13031.668,-0.92,0.075,3.605,2.6585896,B
13182.567,-0.99,0.575,3.453,2.6831894,B
13335.214,-1.18,0.075,3.795,2.8618793,B
13335.214,-1.18,0.075,3.795,2.8618793,B
13031.668,-1.42,0.075,3.899,3.346966,B
13335.214,-0.68,0.075,3.51,2.2732716,B
13031.668,-0.53,0.075,3.383,2.2215257,B
13931.568,-0.61,0.075,3.46,2.0167465,B
13031.668,-0.53,0.075,3.383,2.2215257,B
13963.684,-1.59,0.075,4.139,3.1524725,B
13031.668,-1.02,0.075,3.659,2.7838852,B
13645.831,-0.84,0.075,3.645,2.33696,B
13645.831,-1.03,0.075,3.77,2.5506525,B
13335.214,-1.38,0.075,3.9,3.1379883,B
13645.831,-1.13,0.075,3.823,2.6708612,B
13031.668,-1.22,0.075,3.769,3.0524693,B
13335.214,-0.78,0.075,3.574,2.3804076,B
13335.214,-0.58,0.075,3.441,2.1709576,B
13963.684,-1.49,0.075,4.084,3.010588,B
13645.831,-2.23,0.075,4.549,4.432526,B
13335.214,-0.98,0.075,3.686,2.610065,B
13963.684,-1.09,0.075,3.852,2.504098,B
13963.684,-1.79,0.075,4.271,3.4566174,B
13963.684,-1.59,0.075,4.139,3.1524725,B
13335.214,-1.57,0.075,4.037,3.424927,B
13614.447,-0.55,0.075,3.412,2.0542407,B
13273.944,-0.02,0.075,2.909,1.692978,B
13963.684,-0.99,0.075,3.789,2.391395,B
13031.668,-2.12,0.075,4.389,4.6200995,B
13645.831,-1.53,0.075,4.05,3.2110815,B
13031.668,-0.72,0.075,3.499,2.4246626,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13001.695,-1.63,0.575,3.886,3.7038324,B
13645.831,-1.63,0.075,4.113,3.362415,B
13031.668,-1.32,0.075,3.836,3.196328,B
13365.955,-1.79,0.575,3.987,3.7726917,B
13963.684,-1.99,0.075,4.412,3.7901056,B
13335.214,-0.58,0.075,3.441,2.1709576,B
13963.684,-2.29,0.075,4.641,4.3516235,B
13963.684,-1.29,0.075,3.967,2.745689,B
13677.288,-3.41,0.075,5.744,7.597161,B
13963.684,-0.99,0.075,3.789,2.391395,B
13031.668,-0.82,0.075,3.552,2.5389335,B
13645.831,-0.94,0.075,3.709,2.4470978,B
13031.668,-1.02,0.075,3.659,2.7838852,B
13335.214,-1.38,0.075,3.9,3.1379883,B
13031.668,-0.62,0.075,3.444,2.3155348,B
13645.831,-1.03,0.075,3.77,2.5506525,B
13963.684,-3.39,0.075,5.727,7.2218976,B
13031.668,-0.62,0.075,3.444,2.3155348,B
13335.214,-1.78,0.075,4.167,3.7726917,B
13001.695,-0.33,0.075,3.238,2.0354073,B
13645.831,-0.84,0.075,3.645,2.33696,B
13931.568,-0.61,0.075,3.46,2.0167465,B
13273.944,-1.58,0.575,3.853,3.4725726,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13645.831,-0.94,0.075,3.709,2.4470978,B
13031.668,-1.22,0.075,3.769,3.0524693,B
13243.415,-1.29,0.575,3.648,3.0524693,B
13645.831,-1.53,0.075,4.05,3.2110815,B
13031.668,-1.12,0.075,3.714,2.9150856,B
13304.544,-1.2,0.575,3.587,2.901692,B
13645.831,-1.53,0.075,4.05,3.2110815,B
13031.668,-0.72,0.075,3.499,2.4246626,B
13031.668,-0.72,0.075,3.499,2.4246626,B
13304.544,-0.21,0.075,3.116,1.8392947,B
13963.684,-0.99,0.075,3.789,2.391395,B
13031.668,-0.62,0.075,3.444,2.3155348,B
13031.668,-0.82,0.075,3.552,2.5389335,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13614.447,-0.55,0.075,3.412,2.0542407,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13963.684,-2.09,0.075,4.488,3.9687278,B
13645.831,-1.23,0.075,3.878,2.796735,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13031.668,-0.62,0.075,3.444,2.3155348,B
13031.668,-2.02,0.075,4.314,4.4121604,B
13335.214,-2.08,0.075,4.392,4.3316298,B
13645.831,-1.63,0.075,4.113,3.362415,B
13645.831,-1.13,0.075,3.823,2.6708612,B
13031.668,-1.02,0.075,3.659,2.7838852,B
13645.831,-2.34,0.075,4.634,4.6628485,B
13335.214,-1.28,0.075,3.847,2.9967556,B
13645.831,-1.73,0.075,4.183,3.5208807,B
13031.668,-0.92,0.075,3.605,2.6585896,B
13335.214,-0.68,0.075,3.51,2.2732716,B
13963.684,-1.59,0.075,4.139,3.1524725,B
13031.668,-1.92,0.075,4.238,4.2135806,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13645.831,-1.23,0.075,3.878,2.796735,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13335.214,-1.97,0.075,4.312,4.1176677,B
13031.668,-1.02,0.075,3.659,2.7838852,B
13963.684,-0.99,0.075,3.789,2.391395,B
13335.214,-2.27,0.075,4.556,4.7277155,B
13335.214,-1.28,0.075,3.847,2.9967556,B
13273.944,-0.02,0.075,2.909,1.692978,B
13031.668,-1.52,0.075,3.961,3.5047038,B
13931.568,-0.8,0.075,3.633,2.2011585,B
13645.831,-0.94,0.075,3.709,2.4470978,B
13031.668,-0.92,0.075,3.605,2.6585896,B
13273.944,-1.58,0.575,3.853,3.4725726,B
13645.831,-1.63,0.075,4.113,3.362415,B
13963.684,-2.29,0.075,4.641,4.3516235,B
13335.214,-0.98,0.075,3.686,2.610065,B
13031.668,-0.53,0.075,3.383,2.2215257,B
13031.668,-0.62,0.075,3.444,2.3155348,B
13645.831,-1.43,0.075,3.988,3.0665588,B
13031.668,-0.43,0.075,3.313,2.1215405,B
13335.214,-0.98,0.075,3.686,2.610065,B
13335.214,-2.08,0.075,4.392,4.3316298,B
13335.214,-1.78,0.075,4.167,3.7726917,B
13963.684,-0.99,0.075,3.789,2.391395,B
13031.668,-1.82,0.075,4.16,4.023938,B
13001.695,-0.33,0.075,3.238,2.0354073,B
13335.214,-1.18,0.075,3.795,2.8618793,B
13645.831,-1.53,0.075,4.05,3.2110815,B
13645.831,-1.73,0.075,4.183,3.5208807,B
13645.831,-0.94,0.075,3.709,2.4470978,B
13645.831,-1.03,0.075,3.77,2.5506525,B
13335.214,-0.68,0.075,3.51,2.2732716,B
13031.668,-0.72,0.075,3.499,2.4246626,B
13031.668,-0.92,0.075,3.605,2.6585896,B
13031.668,-0.62,0.075,3.444,2.3155348,B
13963.684,-1.09,0.075,3.852,2.504098,B
13335.214,-1.28,0.075,3.847,2.9967556,B
13963.684,-1.49,0.075,4.084,3.010588,B
13931.568,-0.61,0.075,3.46,2.0167465,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13963.684,-1.39,0.075,4.022,2.8750892,B
13031.668,-1.62,0.075,4.026,3.6698754,B
13001.695,-0.33,0.075,3.238,2.0354073,B
13031.668,-1.22,0.075,3.769,3.0524693,B
13031.668,-2.62,0.075,4.834,5.8163605,B
13031.668,-1.22,0.075,3.769,3.0524693,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13335.214,-1.78,0.075,4.167,3.7726917,B
13963.684,-1.69,0.075,4.206,3.301044,B
13614.447,-0.64,0.075,3.495,2.1411707,B
13645.831,-1.13,0.075,3.823,2.6708612,B
13335.214,-1.08,0.075,3.738,2.7330735,B
13645.831,-1.33,0.075,3.932,2.928541,B
13335.214,-1.18,0.075,3.795,2.8618793,B
13614.447,-0.64,0.075,3.495,2.1411707,B
13645.831,-1.73,0.075,4.183,3.5208807,B
13031.668,-0.53,0.075,3.383,2.2215257,B
13031.668,-1.02,0.075,3.659,2.7838852,B
13931.568,-0.52,0.075,3.366,1.9348679,B
13335.214,-0.78,0.075,3.574,2.3804076,B
13645.831,-2.53,0.075,4.816,5.089221,B
13931.568,-0.8,0.075,3.633,2.2011585,B
13645.831,-0.94,0.075,3.709,2.4470978,B
13963.684,-1.59,0.075,4.139,3.1524725,B
13645.831,-1.23,0.075,3.878,2.796735,B
13335.214,-0.78,0.075,3.574,2.3804076,B
13335.214,-1.18,0.075,3.795,2.8618793,B
13963.684,-1.69,0.075,4.206,3.301044,B
13645.831,-1.33,0.075,3.932,2.928541,B
13335.214,-1.18,0.075,3.795,2.8618793,B
13963.684,-1.49,0.075,4.084,3.010588,B
13335.214,-2.68,0.075,4.91,5.7102,B
13931.568,-0.43,0.075,3.278,1.8563135,B
13335.214,-1.57,0.075,4.037,3.424927,B
13031.668,-0.92,0.075,3.605,2.6585896,B
13001.695,-1.63,0.575,3.886,3.7038324,B
13963.684,-1.29,0.075,3.967,2.745689,B
13031.668,-0.92,0.075,3.605,2.6585896,B
13031.668,-0.53,0.075,3.383,2.2215257,B
13645.831,-0.84,0.075,3.645,2.33696,B
13614.447,-0.55,0.075,3.412,2.0542407,B
13031.668,-0.43,0.075,3.313,2.1215405,B
13963.684,-1.69,0.075,4.206,3.301044,B
13335.214,-2.68,0.075,4.91,5.7102,B
13335.214,-0.98,0.075,3.686,2.610065,B
13335.214,-1.08,0.075,3.738,2.7330735,B
13963.684,-0.9,0.075,3.715,2.2943058,B
13031.668,-0.62,0.075,3.444,2.3155348,B
13031.668,-0.43,0.075,3.313,2.1215405,B
13031.668,-1.12,0.075,3.714,2.9150856,B
13335.214,-0.98,0.075,3.686,2.610065,B
13335.214,-2.08,0.075,4.392,4.3316298,B
13645.831,-1.43,0.075,3.988,3.0665588,B
13645.831,-0.94,0.075,3.709,2.4470978,B
13335.214,-1.18,0.075,3.795,2.8618793,B
13963.684,-0.24,0.075,3.063,1.692978,B
13335.214,-1.18,0.075,3.795,2.8618793,B
13931.568,-0.61,0.075,3.46,2.0167465,B
13645.831,-1.03,0.075,3.77,2.5506525,B
13031.668,-0.92,0.075,3.605,2.6585896,B
13335.214,-2.98,0.075,5.191,6.5561867,B
13031.668,-0.72,0.075,3.499,2.4246626,B
13031.668,-2.22,0.075,4.472,4.8378377,B
13031.668,-1.72,0.075,4.092,3.8428314,B
13963.684,-1.29,0.075,3.967,2.745689,B
13304.544,-0.13,0.075,3.033,1.7727656,B
13031.668,-1.12,0.075,3.714,2.9150856,B
13963.684,-1.29,0.075,3.967,2.745689,B
13645.831,-2.13,0.075,4.476,4.23303,B
13645.831,-1.03,0.075,3.77,2.5506525,B
13614.447,-0.55,0.075,3.412,2.0542407,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13031.668,-0.62,0.075,3.444,2.3155348,B
13031.668,-0.53,0.075,3.383,2.2215257,B
13304.544,-0.3,0.075,3.196,1.9171289,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13031.668,-0.72,0.075,3.499,2.4246626,B
13963.684,-1.39,0.075,4.022,2.8750892,B
13645.831,-2.74,0.075,5.002,5.605977,B
13335.214,-1.78,0.075,4.167,3.7726917,B
13963.684,-3.19,0.075,5.491,6.5864487,B
13335.214,-1.48,0.075,3.967,3.285877,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13031.668,-0.62,0.075,3.444,2.3155348,B
13963.684,-1.39,0.075,4.022,2.8750892,B
13963.684,-1.29,0.075,3.967,2.745689,B
13335.214,-1.28,0.075,3.847,2.9967556,B
13645.831,-2.53,0.075,4.816,5.089221,B
13335.214,-1.18,0.075,3.795,2.8618793,B
13645.831,-1.23,0.075,3.878,2.796735,B
13645.831,-0.94,0.075,3.709,2.4470978,B
13031.668,-0.43,0.075,3.313,2.1215405,B
13995.873,-3.47,0.075,5.84,7.458497,B
13335.214,-0.88,0.075,3.63,2.4925926,B
13614.447,-0.46,0.075,3.325,1.9708397,B
13614.447,-0.46,0.075,3.325,1.9708397,B
13645.831,-1.23,0.075,3.878,2.796735,B
13335.214,-2.57,0.075,4.824,5.4281435,B
13963.684,-2.09,0.075,4.488,3.9687278,B
13335.214,-0.88,0.075,3.63,2.4925926,B
13335.214,-0.98,0.075,3.686,2.610065,B
13645.831,-0.84,0.075,3.645,2.33696,B
13645.831,-1.23,0.075,3.878,2.796735,B
13031.668,-1.32,0.075,3.836,3.196328,B
13963.684,-1.59,0.075,4.139,3.1524725,B
13645.831,-0.26,0.075,3.126,1.7891688,B
13031.668,-0.82,0.075,3.552,2.5389335,B
13931.568,-0.8,0.075,3.633,2.2011585,B
13614.447,-0.55,0.075,3.412,2.0542407,B
13963.684,-1.59,0.075,4.139,3.1524725,B
13304.544,-1.51,0.575,3.798,3.346966,B
13031.668,-0.82,0.075,3.552,2.5389335,B
13031.668,-1.02,0.075,3.659,2.7838852,B
13001.695,-0.24,0.075,3.158,1.952771,B
13645.831,-1.63,0.075,4.113,3.362415,B
13963.684,-1.69,0.075,4.206,3.301044,B
13963.684,-1.59,0.075,4.139,3.1524725,B
13335.214,-0.68,0.075,3.51,2.2732716,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13614.447,-0.64,0.075,3.495,2.1411707,B
13335.214,-1.08,0.075,3.738,2.7330735,B
13614.447,-0.46,0.075,3.325,1.9708397,B
13273.944,-0.02,0.075,2.909,1.692978,B
13645.831,-1.63,0.075,4.113,3.362415,B
13335.214,-0.88,0.075,3.63,2.4925926,B
13273.944,-0.02,0.075,2.909,1.692978,B
13031.668,-0.43,0.075,3.313,2.1215405,B
13963.684,-2.29,0.075,4.641,4.3516235,B
13963.684,-0.99,0.075,3.789,2.391395,B
13963.684,-1.69,0.075,4.206,3.301044,B
13335.214,-1.48,0.075,3.967,3.285877,B
13031.668,-1.92,0.075,4.238,4.2135806,B
13645.831,-1.43,0.075,3.988,3.0665588,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13335.214,-0.58,0.075,3.441,2.1709576,B
13001.695,-1.43,0.575,3.768,3.3779352,B
13963.684,-1.29,0.075,3.967,2.745689,B
13645.831,-1.93,0.075,4.318,3.860569,B
13614.447,-0.64,0.075,3.495,2.1411707,B
13001.695,-1.24,0.575,3.636,3.0949335,B
13645.831,-1.63,0.075,4.113,3.362415,B
13614.447,-0.55,0.075,3.412,2.0542407,B
13031.668,-1.62,0.075,4.026,3.6698754,B
13335.214,-1.38,0.075,3.9,3.1379883,B
13335.214,-0.68,0.075,3.51,2.2732716,B
13031.668,-0.43,0.075,3.313,2.1215405,B
13614.447,-0.46,0.075,3.325,1.9708397,B
13335.214,-0.68,0.075,3.51,2.2732716,B
13335.214,-0.49,0.075,3.365,2.082818,B
13335.214,-2.68,0.075,4.91,5.7102,B
13645.831,-0.84,0.075,3.645,2.33696,B
13001.695,-1.24,0.575,3.636,3.0949335,B
13031.668,-0.82,0.075,3.552,2.5389335,B
13031.668,-0.82,0.075,3.552,2.5389335,B
13335.214,-1.57,0.075,4.037,3.424927,B
13963.684,-1.09,0.075,3.852,2.504098,B
13335.214,-0.98,0.075,3.686,2.610065,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13304.544,-0.21,0.075,3.116,1.8392947,B
13031.668,-1.62,0.075,4.026,3.6698754,B
13645.831,-1.93,0.075,4.318,3.860569,B
13031.668,-1.72,0.075,4.092,3.8428314,B
13963.684,-2.89,0.075,5.19,5.736557,B
13335.214,-0.88,0.075,3.63,2.4925926,B
13614.447,-0.64,0.075,3.495,2.1411707,B
13335.214,-0.58,0.075,3.441,2.1709576,B
13963.684,-3.29,0.075,5.594,6.8968587,B
13963.684,-0.9,0.075,3.715,2.2943058,B
13740.42,-1.52,0.575,3.714,3.1524725,B
13001.695,-0.94,0.575,3.41,2.6955743,B
13645.831,-0.94,0.075,3.709,2.4470978,B
13335.214,-1.88,0.075,4.235,3.950493,B
13031.668,-1.22,0.075,3.769,3.0524693,B
13335.214,-2.18,0.075,4.475,4.535773,B
13963.684,-2.09,0.075,4.488,3.9687278,B
13335.214,-0.88,0.075,3.63,2.4925926,B
13335.214,-1.88,0.075,4.235,3.950493,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13335.214,-2.18,0.075,4.475,4.535773,B
13335.214,-1.97,0.075,4.312,4.1176677,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13614.447,-0.55,0.075,3.412,2.0542407,B
13031.668,-1.52,0.075,3.961,3.5047038,B
13645.831,-1.03,0.075,3.77,2.5506525,B
13645.831,-1.23,0.075,3.878,2.796735,B
13335.214,-2.18,0.075,4.475,4.535773,B
13931.568,-0.43,0.075,3.278,1.8563135,B
13335.214,-0.58,0.075,3.441,2.1709576,B
13001.695,-0.33,0.075,3.238,2.0354073,B
13645.831,-1.43,0.075,3.988,3.0665588,B
13273.944,-0.02,0.075,2.909,1.692978,B
13031.668,-1.52,0.075,3.961,3.5047038,B
13645.831,-0.94,0.075,3.709,2.4470978,B
13335.214,-0.98,0.075,3.686,2.610065,B
13645.831,-0.94,0.075,3.709,2.4470978,B
13931.568,-0.61,0.075,3.46,2.0167465,B
13963.684,-0.99,0.075,3.789,2.391395,B
13031.668,-1.02,0.075,3.659,2.7838852,B
13645.831,-1.13,0.075,3.823,2.6708612,B
13963.684,-1.39,0.075,4.022,2.8750892,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13335.214,-1.57,0.075,4.037,3.424927,B
13031.668,-0.43,0.075,3.313,2.1215405,B
13963.684,-2.49,0.075,4.812,4.7714605,B
13614.447,-0.64,0.075,3.495,2.1411707,B
13335.214,-1.48,0.075,3.967,3.285877,B
13335.214,-0.58,0.075,3.441,2.1709576,B
13645.831,-1.43,0.075,3.988,3.0665588,B
13614.447,-0.64,0.075,3.495,2.1411707,B
13031.668,-0.82,0.075,3.552,2.5389335,B
13335.214,-1.08,0.075,3.738,2.7330735,B
13335.214,-0.78,0.075,3.574,2.3804076,B
13031.668,-2.72,0.075,4.898,6.090477,B
13645.831,-1.73,0.075,4.183,3.5208807,B
13335.214,-3.17,0.075,5.416,7.155687,B
13645.831,-1.03,0.075,3.77,2.5506525,B
13031.668,-1.42,0.075,3.899,3.346966,B
13001.695,-1.63,0.575,3.886,3.7038324,B
13963.684,-0.9,0.075,3.715,2.2943058,B
13001.695,-0.33,0.075,3.238,2.0354073,B
13031.668,-1.42,0.075,3.899,3.346966,B
13335.214,-0.68,0.075,3.51,2.2732716,B
13335.214,-1.28,0.075,3.847,2.9967556,B
13335.214,-0.68,0.075,3.51,2.2732716,B
13001.695,-1.43,0.575,3.768,3.3779352,B
13931.568,-0.8,0.075,3.633,2.2011585,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13645.831,-1.23,0.075,3.878,2.796735,B
13645.831,-1.83,0.075,4.255,3.6868148,B
13645.831,-1.43,0.075,3.988,3.0665588,B
13273.944,-0.02,0.075,2.909,1.692978,B
13963.684,-2.79,0.075,5.093,5.478369,B
13335.214,-1.38,0.075,3.9,3.1379883,B
13335.214,-0.78,0.075,3.574,2.3804076,B
13335.214,-0.78,0.075,3.574,2.3804076,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13645.831,-1.03,0.075,3.77,2.5506525,B
13031.668,-0.53,0.075,3.383,2.2215257,B
13335.214,-0.78,0.075,3.574,2.3804076,B
13031.668,-0.92,0.075,3.605,2.6585896,B
13645.831,-0.94,0.075,3.709,2.4470978,B
13031.668,-0.53,0.075,3.383,2.2215257,B
13001.695,-0.24,0.075,3.158,1.952771,B
13335.214,-0.98,0.075,3.686,2.610065,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13335.214,-1.28,0.075,3.847,2.9967556,B
13335.214,-1.48,0.075,3.967,3.285877,B
13645.831,-0.94,0.075,3.709,2.4470978,B
13963.684,-0.9,0.075,3.715,2.2943058,B
13963.684,-1.99,0.075,4.412,3.7901056,B
13335.214,-0.78,0.075,3.574,2.3804076,B
13335.214,-1.57,0.075,4.037,3.424927,B
13031.668,-0.72,0.075,3.499,2.4246626,B
13963.684,-1.39,0.075,4.022,2.8750892,B
13963.684,-3.09,0.075,5.388,6.2900095,B
13001.695,-0.94,0.575,3.41,2.6955743,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13273.944,-0.02,0.075,2.909,1.692978,B
13335.214,-0.88,0.075,3.63,2.4925926,B
13645.831,-1.23,0.075,3.878,2.796735,B
13335.214,-0.68,0.075,3.51,2.2732716,B
13304.544,-0.39,0.075,3.281,1.9982569,B
13335.214,-2.78,0.075,5.003,5.9793134,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13963.684,-1.09,0.075,3.852,2.504098,B
13645.831,-2.93,0.075,5.179,6.1185894,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13335.214,-0.88,0.075,3.63,2.4925926,B
13645.831,-0.84,0.075,3.645,2.33696,B
13001.695,-1.63,0.575,3.886,3.7038324,B
13031.668,-1.52,0.075,3.961,3.5047038,B
13031.668,-2.93,0.075,5.101,6.7089,B
13645.831,-1.23,0.075,3.878,2.796735,B
13031.668,-2.62,0.075,4.834,5.8163605,B
13335.214,-1.78,0.075,4.167,3.7726917,B
13304.544,-0.39,0.075,3.281,1.9982569,B
13031.668,-0.53,0.075,3.383,2.2215257,B
13031.668,-0.72,0.075,3.499,2.4246626,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13031.668,-0.62,0.075,3.444,2.3155348,B
13031.668,-0.53,0.075,3.383,2.2215257,B
13031.668,-0.92,0.075,3.605,2.6585896,B
13645.831,-1.03,0.075,3.77,2.5506525,B
13001.695,-0.33,0.075,3.238,2.0354073,B
13001.695,-0.94,0.575,3.41,2.6955743,B
13031.668,-0.53,0.075,3.383,2.2215257,B
13335.214,-0.49,0.075,3.365,2.082818,B
13001.695,-0.24,0.075,3.158,1.952771,B
13645.831,-1.93,0.075,4.318,3.860569,B
13645.831,-1.53,0.075,4.05,3.2110815,B
13335.214,-1.88,0.075,4.235,3.950493,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13645.831,-0.26,0.075,3.126,1.7891688,B
13645.831,-0.84,0.075,3.645,2.33696,B
13335.214,-2.78,0.075,5.003,5.9793134,B
13335.214,-1.08,0.075,3.738,2.7330735,B
13645.831,-1.43,0.075,3.988,3.0665588,B
13645.831,-1.03,0.075,3.77,2.5506525,B
13061.709,-3.1,0.075,5.342,7.2218976,B
13335.214,-1.57,0.075,4.037,3.424927,B
13001.695,-1.63,0.575,3.886,3.7038324,B
13645.831,-0.74,0.075,3.574,2.2317796,B
13963.684,-1.19,0.075,3.91,2.6221125,B
13645.831,-1.53,0.075,4.05,3.2110815,B
13031.668,-1.62,0.075,4.026,3.6698754,B
13614.447,-0.55,0.075,3.412,2.0542407,B
13335.214,-0.68,0.075,3.51,2.2732716,B
13031.668,-1.22,0.075,3.769,3.0524693,B
13963.684,-0.99,0.075,3.789,2.391395,B
13931.568,-0.8,0.075,3.633,2.2011585,B
13335.214,-1.48,0.075,3.967,3.285877,B
13031.668,-0.43,0.075,3.313,2.1215405,B
13335.214,-1.68,0.075,4.097,3.6028926,B
13645.831,-0.26,0.075,3.126,1.7891688,B
